Mã đơn hàng,Ngày tạo đơn,order_date,order_hour,order_weekday,Siêu thị,Số chuyến,Giá trị đơn hàng,Tổng phí trả tài xế,profit,fee_ratio,total_process_time,delay_assign,delay_arrive_store,delay_pickup,multi_trip,is_completed,sla_30m,delivery_speed_cat
9458/3,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,1,2006164,32000.0,1974164.0,0.0159508395126221,73.21666666666667,0.43333333333333335,3.05,0.0,0,1,0,slow
9157/3,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,2,489600,16000.0,473600.0,0.032679738562091505,72.18333333333334,0.45,2.7666666666666666,0.0,1,1,0,slow
10115/4,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,0,191200,0.0,191200.0,0.0,20.6,0.38333333333333336,1.4,0.0,0,1,1,fast
10116/4,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,1,825000,16000.0,809000.0,0.019393939393939394,20.466666666666665,0.38333333333333336,1.4,0.0,0,1,1,fast
46543/7,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,1,786000,8000.0,778000.0,0.010178117048346057,37.71666666666667,0.25,1.1333333333333333,0.0,0,1,0,normal
7777,2023-03-01,2023-03-01,10,Wednesday,CM Huỳnh Tấn Phát,1,1,16000.0,-15999.0,16000.0,73.58333333333333,0.26666666666666666,2.0166666666666666,0.0,0,1,0,slow
25230/9,2023-03-03,2023-03-03,16,Friday,CM Phan Văn Trị,1,1762000,35000.0,1727000.0,0.019863791146424517,4.183333333333334,0.5166666666666667,0.65,0.0,0,1,1,very_fast
25173/9,2023-03-03,2023-03-03,16,Friday,CM Phan Văn Trị,1,455900,21000.0,434900.0,0.046062733055494624,3.466666666666667,0.5333333333333333,1.9333333333333333,0.8833333333333333,0,1,1,very_fast
25274/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,0,325000,0.0,325000.0,0.0,172.86666666666667,0.21666666666666667,49.03333333333333,0.0,0,1,0,slow
25272/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,1731000,105000.0,1626000.0,0.060658578856152515,172.8,0.21666666666666667,49.03333333333333,0.0,0,1,0,slow
25276/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,0,2743000,0.0,2743000.0,0.0,172.96666666666667,0.21666666666666667,49.03333333333333,0.0,0,1,0,slow
68820/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,606361,14000.0,592361.0,0.023088556157140713,174.91666666666666,0.3333333333333333,51.81666666666667,0.0,0,1,0,slow
25316/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,272761,7000.0,265761.0,0.025663492948038758,174.68333333333334,0.35,52.03333333333333,0.0,0,1,0,slow
44453/3,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,616600,14000.0,602600.0,0.02270515731430425,409.93333333333334,0.36666666666666664,174.8,0.0,0,1,0,slow
68799/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,2170699,35000.0,2135699.0,0.016123838450195077,174.45,0.4,52.55,0.0,0,1,0,slow
68801/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,1953801,28000.0,1925801.0,0.01433103985513366,174.26666666666668,0.4166666666666667,52.766666666666666,0.0,0,1,0,slow
68850/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,2,3012000,84000.0,2928000.0,0.027888446215139442,85.36666666666666,0.23333333333333334,0.8,0.0,1,1,0,slow
62116/1,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,0,468000,0.0,468000.0,0.0,140.65,0.25,91.95,0.0,0,1,0,slow
68757/7,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,1223600,28000.0,1195600.0,0.02288329519450801,140.56666666666666,0.25,91.95,0.0,0,1,0,slow
44406/3,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,1682000,21000.0,1661000.0,0.01248513674197384,149.96666666666667,0.36666666666666664,100.61666666666666,0.0,0,1,0,slow
68791/7,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,1762109,28000.0,1734109.0,0.01589004993448192,165.6,0.38333333333333336,100.8,0.0,0,1,0,slow
44391/3,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,646078,14000.0,632078.0,0.021669210219199538,149.88333333333333,0.4166666666666667,101.15,0.0,0,1,0,slow
44385/3,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,1214494,21000.0,1193494.0,0.01729115170597796,149.61666666666667,0.43333333333333335,101.43333333333334,0.0,0,1,0,slow
68777/7,2023-03-03,2023-03-03,11,Friday,CM Phan Văn Trị,1,481624,14000.0,467624.0,0.02906831885454213,126.98333333333333,0.45,101.71666666666667,0.0,0,1,0,slow
25304/9,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,1040510,35000.0,1005510.0,0.03363735091445541,166.48333333333332,0.25,142.01666666666668,0.0,0,1,0,slow
25305/9,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,0,1434659,0.0,1434659.0,0.0,166.58333333333334,0.25,142.01666666666668,0.0,0,1,0,slow
62131/1,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,0,577000,0.0,577000.0,0.0,166.66666666666666,0.6333333333333333,142.23333333333332,0.0,0,1,0,slow
83101/25,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,529500,14000.0,515500.0,0.02644003777148253,166.58333333333334,0.6333333333333333,142.23333333333332,0.0,0,1,0,slow
68776/7,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,2626310,28000.0,2598310.0,0.010661346147256036,169.36666666666667,1.3333333333333333,146.05,0.0,0,1,0,slow
5285/15,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,1173600,21000.0,1152600.0,0.01789366053169734,169.25,1.3833333333333333,146.21666666666667,0.0,0,1,0,slow
25309/9,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,608526,14000.0,594526.0,0.02300641221574756,169.11666666666667,1.3833333333333333,146.45,0.0,0,1,0,slow
82959/25,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,3238400,42000.0,3196400.0,0.012969367588932806,169.0,1.4,146.66666666666666,0.0,0,1,0,slow
68672/7,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,1,1983561,28000.0,1955561.0,0.014116026681307002,168.85,1.4166666666666667,146.85,0.0,0,1,0,slow
68571/7,2023-03-03,2023-03-03,10,Friday,CM Phan Văn Trị,2,2115300,42000.0,2073300.0,0.01985533966813218,168.71666666666667,1.4333333333333333,147.08333333333334,0.0,1,1,0,slow
25267/9,2023-03-02,2023-03-02,13,Thursday,CM Phan Văn Trị,1,2512147,49000.0,2463147.0,0.019505227998202333,187.48333333333332,0.43333333333333335,160.8,0.0,0,1,0,slow
44153/3,2023-03-02,2023-03-02,12,Thursday,CM Phan Văn Trị,1,1319000,70000.0,1249000.0,0.05307050796057619,273.28333333333336,0.36666666666666664,246.68333333333334,0.0,0,1,0,slow
82892/25,2023-03-02,2023-03-02,12,Thursday,CM Phan Văn Trị,1,1263900,49000.0,1214900.0,0.03876888994382467,290.6166666666667,0.18333333333333332,264.18333333333334,0.0,0,1,0,slow
44238/3,2023-03-02,2023-03-02,12,Thursday,CM Phan Văn Trị,0,1272000,0.0,1272000.0,0.0,290.71666666666664,0.18333333333333332,264.18333333333334,0.0,0,1,0,slow
44240/3,2023-03-02,2023-03-02,12,Thursday,CM Phan Văn Trị,0,570000,0.0,570000.0,0.0,290.81666666666666,0.18333333333333332,264.18333333333334,0.0,0,1,0,slow
82860/25,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,0,163900,0.0,163900.0,0.0,426.3666666666667,0.4666666666666667,7.716666666666667,0.0,0,1,0,slow
44188/3,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,1769168,28000.0,1741168.0,0.01582664845848444,426.28333333333336,0.4666666666666667,7.716666666666667,0.0,0,1,0,slow
61957/1,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,709000,14000.0,695000.0,0.019746121297602257,428.4,0.21666666666666667,10.166666666666666,0.0,0,1,0,slow
25184/9,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,528500,14000.0,514500.0,0.026490066225165563,470.28333333333336,0.2833333333333333,8.85,0.0,0,1,0,slow
25209/9,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,1684700,70000.0,1614700.0,0.041550424407906454,474.65,4.45,9.033333333333333,0.0,0,1,0,slow
25225/9,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,0,1967100,0.0,1967100.0,0.0,474.71666666666664,4.45,9.033333333333333,0.0,0,1,0,slow
44136/3,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,0,987200,0.0,987200.0,0.0,475.53333333333336,4.883333333333334,9.233333333333333,0.0,0,1,0,slow
44140/3,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,217500,21000.0,196500.0,0.09655172413793103,475.3333333333333,4.883333333333334,9.233333333333333,0.0,0,1,0,slow
68466/7,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,0,3294100,0.0,3294100.0,0.0,476.55,5.55,9.55,0.0,0,1,0,slow
68467/7,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,798700,84000.0,714700.0,0.10517090271691498,476.45,5.55,9.55,0.0,0,1,0,slow
61892/1,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,1,2780454,35000.0,2745454.0,0.012587872340272487,477.1166666666667,5.916666666666667,9.75,0.0,0,1,0,slow
61888/1,2023-03-02,2023-03-02,9,Thursday,CM Phan Văn Trị,2,1185487,28000.0,1157487.0,0.023618985277780356,477.3666666666667,5.933333333333334,9.983333333333333,0.0,1,1,0,slow
43991/3,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,868444,28000.0,840444.0,0.03224157228330209,473.7,0.4,70.76666666666667,0.0,0,1,0,slow
82608/25,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,0,1192000,0.0,1192000.0,0.0,473.76666666666665,0.4,70.76666666666667,0.0,0,1,0,slow
25239/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,0,977059,0.0,977059.0,0.0,612.2166666666667,0.9,81.33333333333333,0.0,0,1,0,slow
25238/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,173123,21000.0,152123.0,0.12130104030082658,612.1333333333333,0.9,81.33333333333333,0.0,0,1,0,slow
25197/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,383600,14000.0,369600.0,0.0364963503649635,475.6,2.533333333333333,81.56666666666666,0.0,0,1,0,slow
25224/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,5743600,119000.0,5624600.0,0.02071871300229821,614.0833333333334,2.566666666666667,81.81666666666666,0.0,0,1,0,slow
25205/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,2635400,42000.0,2593400.0,0.01593685967974501,475.45,2.5833333333333335,82.15,0.0,0,1,0,slow
68102/7,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,2899200,56000.0,2843200.0,0.019315673289183224,475.2,2.6,82.4,0.0,0,1,0,slow
25170/9,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,1,2204712,42000.0,2162712.0,0.019050107224889236,475.03333333333336,2.6166666666666667,82.61666666666666,0.0,0,1,0,slow
47838/11,2023-03-02,2023-03-02,8,Thursday,CM Phan Văn Trị,2,1449200,49000.0,1400200.0,0.03381175821142699,474.85,2.6333333333333333,82.85,0.0,1,1,0,slow
25127/9,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,0,905700,0.0,905700.0,0.0,208.61666666666667,0.26666666666666666,50.083333333333336,0.0,0,1,0,slow
82501/25,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,2,240000,28000.0,212000.0,0.11666666666666667,208.53333333333333,0.26666666666666666,50.083333333333336,0.0,1,1,0,slow
25177/9,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,1,738400,14000.0,724400.0,0.01895991332611051,210.3,0.45,51.63333333333333,0.0,0,1,0,slow
68281/7,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,1,1063900,14000.0,1049900.0,0.013159131497321177,231.65,0.4666666666666667,51.96666666666667,0.0,0,1,0,slow
25172/9,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,1,985600,28000.0,957600.0,0.028409090909090908,232.05,0.48333333333333334,52.2,0.0,0,1,0,slow
82527/25,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,1,930400,14000.0,916400.0,0.015047291487532245,232.28333333333333,0.5,52.56666666666667,0.0,0,1,0,slow
43927/3,2023-03-01,2023-03-01,11,Wednesday,CM Phan Văn Trị,1,880600,14000.0,866600.0,0.01589825119236884,232.51666666666668,0.5,52.86666666666667,0.0,0,1,0,slow
47952/11,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,2,624500,49000.0,575500.0,0.07846277021617294,311.6,0.4666666666666667,7.816666666666666,0.0,1,1,0,slow
82355/25,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,0,1851700,0.0,1851700.0,0.0,311.8,0.4666666666666667,7.816666666666666,0.0,0,1,0,slow
25163/9,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,0,728248,0.0,728248.0,0.0,313.01666666666665,1.3166666666666667,0.55,0.0,0,1,0,slow
25164/9,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,1944429,42000.0,1902429.0,0.02160017156707702,312.9166666666667,1.3166666666666667,0.55,0.0,0,1,0,slow
47925/11,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,0,704700,0.0,704700.0,0.0,316.48333333333335,4.416666666666667,0.85,0.0,0,1,0,slow
82332/25,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,131900,14000.0,117900.0,0.10614101592115238,316.3666666666667,4.416666666666667,0.85,0.0,0,1,0,slow
25165/9,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,1770497,28000.0,1742497.0,0.015814768395540912,320.18333333333334,0.45,15.616666666666667,0.0,0,1,0,slow
67993/7,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,4818384,70000.0,4748384.0,0.014527692271931835,320.6666666666667,0.4666666666666667,15.45,0.0,0,1,0,slow
61564/1,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,2969518,35000.0,2934518.0,0.011786424598200786,320.9166666666667,0.48333333333333334,169.56666666666666,0.0,0,1,0,slow
25143/9,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,2056500,28000.0,2028500.0,0.01361536591295891,354.46666666666664,0.5166666666666667,139.5,0.0,0,1,0,slow
61434/1,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,1415367,28000.0,1387367.0,0.019782854906183343,354.71666666666664,0.5333333333333333,139.91666666666666,0.0,0,1,0,slow
68020/7,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,1,5681200,84000.0,5597200.0,0.014785608674223755,463.95,0.55,169.3,0.0,0,1,0,slow
68010/7,2023-03-01,2023-03-01,9,Wednesday,CM Phan Văn Trị,2,3070500,49000.0,3021500.0,0.015958312978342288,394.3666666666667,0.5666666666666667,140.2,0.0,1,1,0,slow
83110/25,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,1593800,28000.0,1565800.0,0.017568076295645628,1073.6833333333334,1.1166666666666667,1069.1833333333334,1.2166666666666666,0,1,0,slow
62177/1,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,1399637,21000.0,1378637.0,0.015003890294412051,1073.5333333333333,1.1333333333333333,1070.5666666666666,0.0,0,1,0,slow
68862/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,675636,14000.0,661636.0,0.020721216749847553,1073.3833333333334,1.15,1069.1833333333334,1.0166666666666666,0,1,0,slow
68781/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,1122000,14000.0,1108000.0,0.012477718360071301,1073.2333333333333,1.1666666666666667,1069.1833333333334,0.8333333333333334,0,1,0,slow
25295/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,284200,7000.0,277200.0,0.024630541871921183,1073.0666666666666,1.1833333333333333,1069.1833333333334,0.6833333333333333,0,1,0,slow
25291/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,2,432600,21000.0,411600.0,0.04854368932038835,1072.9166666666667,1.2,1069.1833333333334,0.43333333333333335,1,1,0,slow
61991/1,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,2,1101353,35000.0,1066353.0,0.03177909353313606,1072.7666666666667,1.2166666666666666,1069.1833333333334,0.26666666666666666,1,1,0,slow
25294/9,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,2,202628,35000.0,167628.0,0.17273032354857176,1072.6166666666666,1.25,1069.1833333333334,0.08333333333333333,1,1,0,slow
82881/25,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,2,3622600,105000.0,3517600.0,0.02898470711643571,1072.45,1.2666666666666666,1068.9833333333333,0.0,1,1,0,slow
82937/25,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,1,674800,28000.0,646800.0,0.04149377593360996,1076.45,0.43333333333333335,1073.9833333333333,0.0,0,1,0,slow
68603/7,2023-03-03,2023-03-03,14,Friday,CM Phan Văn Trị,0,1103252,0.0,1103252.0,0.0,1076.6333333333334,0.43333333333333335,1073.9833333333333,0.0,0,1,0,slow
82965/25,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,743500,14000.0,729500.0,0.01882985877605918,706.6666666666666,0.8666666666666667,698.1666666666666,6.333333333333333,0,1,0,slow
25286/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,237500,14000.0,223500.0,0.05894736842105263,706.3333333333334,0.8833333333333333,698.1666666666666,5.366666666666666,0,1,0,slow
68586/7,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1314280,21000.0,1293280.0,0.0159783303405667,704.1666666666666,0.9,698.1666666666666,0.95,0,1,0,slow
68648/7,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,443263,14000.0,429263.0,0.0315839580565037,703.8666666666667,0.9,698.1666666666666,0.38333333333333336,0,1,0,slow
25253/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,357400,14000.0,343400.0,0.03917179630665921,704.7666666666667,0.95,698.1666666666666,0.6333333333333333,0,1,0,slow
44226/3,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1541293,21000.0,1520293.0,0.013624924008608357,705.0166666666667,0.95,698.1666666666666,0.8,0,1,0,slow
68440/7,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,794400,14000.0,780400.0,0.017623363544813697,705.6666666666666,0.9833333333333333,698.1833333333333,1.1333333333333333,0,1,0,slow
68491/7,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1464642,21000.0,1443642.0,0.01433797474058507,705.2666666666667,1.0,698.1833333333333,1.3,0,1,0,slow
61736/1,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,2,3215300,70000.0,3145300.0,0.021770907846857215,705.9,1.0166666666666666,698.1666666666666,1.5,1,1,0,slow
25214/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1295100,21000.0,1274100.0,0.016214964095436647,706.1,1.0333333333333334,698.1833333333333,1.8,0,1,0,slow
25216/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1214300,21000.0,1193300.0,0.017293914189244832,706.3,1.05,700.15,0.0,0,1,0,slow
25210/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,596600,14000.0,582600.0,0.023466309084813945,706.7,1.0666666666666667,698.1833333333333,2.216666666666667,0,1,0,slow
82767/25,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1464500,42000.0,1422500.0,0.02867872994195971,720.75,0.2,712.7166666666667,2.5833333333333335,0,1,0,slow
61860/1,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,0,1945400,0.0,1945400.0,0.0,721.0166666666667,0.2,712.7166666666667,2.5833333333333335,0,1,0,slow
82686/25,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,385900,21000.0,364900.0,0.05441824306815237,722.4666666666667,0.23333333333333334,713.8833333333333,2.7666666666666666,0,1,0,slow
61806/1,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,0,1032900,0.0,1032900.0,0.0,722.5833333333334,0.23333333333333334,713.8833333333333,2.7666666666666666,0,1,0,slow
25263/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,0,494500,0.0,494500.0,0.0,724.4,0.2,715.4,2.933333333333333,0,1,0,slow
25258/9,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,2571300,42000.0,2529300.0,0.016334150040835375,724.2333333333333,0.2,715.4,2.933333333333333,0,1,0,slow
61922/1,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,1,1439900,28000.0,1411900.0,0.019445794846864366,726.35,0.48333333333333334,716.7666666666667,3.3,0,1,0,slow
82838/25,2023-03-02,2023-03-02,20,Thursday,CM Phan Văn Trị,0,629500,0.0,629500.0,0.0,726.5333333333333,0.48333333333333334,716.7666666666667,3.3,0,1,0,slow
61474/1,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,81400,21000.0,60400.0,0.257985257985258,1079.1166666666666,0.5166666666666667,1072.5666666666666,0.0,0,1,0,slow
47970/11,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,0,1003100,0.0,1003100.0,0.0,1079.6166666666666,0.5166666666666667,1072.5666666666666,0.0,0,1,0,slow
5284/15,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,1118400,21000.0,1097400.0,0.018776824034334765,1080.5166666666667,1.1,1069.0166666666667,3.716666666666667,0,1,0,slow
25242/9,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,896000,14000.0,882000.0,0.015625,1080.7166666666667,1.1,1069.0333333333333,3.8833333333333333,0,1,0,slow
25252/9,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,2040835,49000.0,1991835.0,0.024009780310510157,1080.9,1.1166666666666667,1069.0333333333333,4.066666666666666,0,1,0,slow
82678/25,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,1198800,21000.0,1177800.0,0.017517517517517518,1081.1,1.1333333333333333,1069.0333333333333,4.233333333333333,0,1,0,slow
82668/25,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,990400,21000.0,969400.0,0.021203554119547656,1081.3166666666666,1.15,1069.0333333333333,4.416666666666667,0,1,0,slow
61733/1,2023-03-02,2023-03-02,14,Thursday,CM Phan Văn Trị,1,1440000,28000.0,1412000.0,0.019444444444444445,1081.6,1.1666666666666667,1069.0333333333333,4.566666666666666,0,1,0,slow
82507/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,0,784000,0.0,784000.0,0.0,531.3833333333333,1.0333333333333334,526.6833333333333,0.0,0,1,0,slow
82514/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,2,312200,42000.0,270200.0,0.13452914798206278,531.2333333333333,1.0333333333333334,526.6833333333333,0.0,1,1,0,slow
61693/1,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,411985,14000.0,397985.0,0.03398181972644635,532.5166666666667,2.0,526.8666666666667,0.0,0,1,0,slow
82568/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,0,105100,0.0,105100.0,0.0,532.65,2.0,526.8666666666667,0.0,0,1,0,slow
25193/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1221300,21000.0,1200300.0,0.01719479243429133,534.65,3.8333333333333335,527.0333333333333,0.0,0,1,0,slow
82551/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,300600,14000.0,286600.0,0.046573519627411845,535.0333333333333,3.85,527.2,0.0,0,1,0,slow
5283/15,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1173600,28000.0,1145600.0,0.023858214042263123,535.2166666666667,3.8666666666666667,527.3666666666667,0.0,0,1,0,slow
25203/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1802257,49000.0,1753257.0,0.027188131326442343,535.4333333333333,3.8833333333333333,527.5333333333333,0.0,0,1,0,slow
25181/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,201888,14000.0,187888.0,0.06934537961642098,535.6166666666667,3.9,527.7,0.0,0,1,0,slow
25188/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,577000,14000.0,563000.0,0.024263431542461005,535.8,3.9166666666666665,527.8666666666667,0.0,0,1,0,slow
25190/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,777000,21000.0,756000.0,0.02702702702702703,535.9666666666667,3.933333333333333,528.05,0.0,0,1,0,slow
68139/7,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1011100,21000.0,990100.0,0.02076945900504401,536.2333333333333,3.95,528.2166666666667,0.0,0,1,0,slow
61496/1,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,3938717,56000.0,3882717.0,0.014217827785037615,536.4333333333333,3.9833333333333334,528.4,0.0,0,1,0,slow
25141/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,327237,14000.0,313237.0,0.04278244819503907,536.6666666666666,4.0,528.5833333333334,0.0,0,1,0,slow
82482/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,2225700,35000.0,2190700.0,0.015725389765017746,536.85,4.016666666666667,528.8,0.0,0,1,0,slow
82646/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1559200,28000.0,1531200.0,0.017957927142124165,537.55,4.016666666666667,529.0,0.0,0,1,0,slow
61582/1,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1573751,21000.0,1552751.0,0.013343915269950582,644.0166666666667,4.05,529.1666666666666,0.0,0,1,0,slow
25201/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,1,1562000,28000.0,1534000.0,0.01792573623559539,643.7,4.066666666666666,529.35,0.0,0,1,0,slow
82410/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,2,599000,42000.0,557000.0,0.07011686143572621,643.5,4.066666666666666,529.5166666666667,0.0,1,1,0,slow
82522/25,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,2,246800,35000.0,211800.0,0.14181523500810372,643.2166666666667,4.083333333333333,529.7,0.0,1,1,0,slow
61528/1,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,2,1315300,49000.0,1266300.0,0.03725385843533795,643.0333333333333,4.1,529.8833333333333,0.0,1,1,0,slow
25168/9,2023-03-01,2023-03-01,20,Wednesday,CM Phan Văn Trị,3,1338800,35000.0,1303800.0,0.026142814460711084,642.9,4.133333333333334,530.0666666666667,0.0,1,1,0,slow
